1,2,0,0,0,0,0,0,0,0,0,0
2,189,0,0,0,0,0,0,0,0,0,0
3,377,0,0,0,0,0,0,0,0,0,0
4,568,0,0,0,0,0,0,0,0,0,0
5,759,0,0,0,0,0,0,0,0,0,0
6,947,0,0,0,0,0,0,0,0,0,0
7,1000,0,0,0,0,0,0,0,0,0,0
8,1000,0,0,0,0,0,0,0,0,0,0
9,1000,0,0,0,0,0,0,0,0,0,0
10,1000,0,0,0,0,0,0,0,0,0,0
11,1000,0,0,0,0,0,0,0,0,0,0
12,1000,0,0,0,0,0,0,0,0,0,0
13,1000,0,0,0,0,0,0,0,0,0,0
14,1000,0,0,0,0,0,0,0,0,0,0
15,1000,0,0,0,0,0,0,0,0,0,0
16,1000,0,0,0,0,0,0,0,0,0,0
17,1000,0,0,0,0,0,0,0,0,0,0
18,1000,0,0,0,0,0,0,0,0,0,0
19,1000,0,0,0,0,0,0,0,0,0,0
20,1000,0,0,0,0,0,0,0,0,0,0
21,1000,0,0,0,0,0,0,0,0,0,0
22,1000,0,0,0,0,0,0,0,0,0,0
23,1000,0,0,0,0,0,0,0,0,0,0
24,1000,0,0,0,0,0,0,0,0,0,0
25,1000,0,0,0,0,0,0,0,0,0,0
26,1000,0,0,0,0,0,0,0,0,0,0
27,1000,0,0,0,0,0,0,0,0,0,0
28,1000,0,0,0,0,0,0,0,0,0,0
29,1000,0,0,0,0,0,0,0,0,0,0
30,1000,0,0,0,0,0,0,0,0,0,0
31,1000,0,0,0,0,0,0,0,0,0,0
32,1000,0,0,0,0,0,0,0,0,0,0
33,1000,0,0,0,0,0,0,0,0,0,0
34,1000,0,0,0,0,0,0,0,0,0,0
35,1000,0,0,0,0,0,0,0,0,0,0
36,1000,0,0,0,0,0,0,0,0,0,0
37,1000,0,0,0,0,0,0,0,0,0,0
38,1000,0,0,0,0,0,0,0,0,0,0
39,1000,0,0,0,0,0,0,0,0,0,0
40,1000,0,0,0,0,0,0,0,0,0,0
41,1000,0,0,0,0,0,0,0,0,0,0
42,1000,0,0,0,0,0,0,0,0,0,0
43,1000,0,0,0,0,0,0,0,0,0,0
44,1000,0,0,0,0,0,0,0,0,0,0
45,1000,0,0,0,0,0,0,0,0,0,0
46,1000,0,0,0,0,0,0,0,0,0,0
47,1000,0,0,0,0,0,0,0,0,0,0
48,1000,0,0,0,0,0,0,0,0,0,0
49,1000,0,0,0,0,0,0,0,0,0,0
50,1000,0,0,0,0,0,0,0,0,0,0
51,1000,0,0,0,0,0,0,1,0,0,0
52,1000,0,0,0,0,0,0,0,0,0,0
53,1000,0,0,0,0,0,0,0,0,0,0
54,1000,0,0,0,0,0,0,0,0,0,0
55,1000,0,0,0,0,0,0,0,0,0,0
56,1000,0,0,0,0,0,0,0,0,0,0
57,1000,0,0,0,0,0,0,0,0,0,0
58,1000,0,0,0,0,0,0,0,0,0,0
59,1000,0,0,0,0,0,0,0,0,0,0
60,1000,0,0,0,0,0,0,0,0,0,0
61,1000,0,0,0,0,0,0,0,0,0,0
62,1000,0,0,0,0,0,0,0,0,0,0
63,1000,0,0,0,0,0,0,0,0,0,0
64,1000,0,0,0,0,0,0,0,0,0,0
65,1000,0,0,0,0,0,0,0,0,0,0
66,1000,0,0,0,0,0,0,0,0,0,0
67,1000,0,0,0,0,0,0,0,0,0,0
68,1000,0,0,0,0,0,0,0,0,0,0
69,1000,0,0,0,0,0,0,0,0,0,0
70,1000,0,0,0,0,0,0,0,0,0,0
71,1000,0,0,0,0,0,0,0,0,0,0
72,1000,0,0,0,0,0,0,0,0,0,0
73,1000,0,0,0,0,0,0,0,0,0,0
74,1000,0,0,0,0,0,0,0,0,0,0
75,909,0,0,0,0,91,0,0,0,0,0
76,721,0,0,0,0,279,0,0,0,0,0
77,529,0,0,0,0,471,0,0,0,0,0
78,339,0,0,0,0,661,0,0,0,0,0
79,149,0,0,0,0,851,0,0,0,0,0
80,0,0,0,0,0,1000,0,0,0,0,0
81,0,0,0,0,0,1000,0,0,0,0,0
82,0,0,0,0,0,1000,0,0,0,0,0
83,0,0,0,0,0,1000,0,0,0,0,0
84,0,0,0,0,0,1000,0,0,0,0,0
85,0,0,0,0,0,1000,0,0,0,0,0
86,0,0,0,0,0,1000,0,0,0,0,0
87,0,0,0,0,0,1000,0,0,0,0,0
88,0,0,0,0,0,1000,0,0,0,0,0
89,0,0,0,0,0,1000,0,0,0,0,0
90,0,0,0,0,0,1000,0,0,0,0,0
91,0,0,0,0,0,1000,0,0,0,0,0
92,0,0,0,0,0,1000,0,0,0,0,0
93,0,0,0,0,0,1000,0,0,0,0,0
94,0,0,0,0,0,1000,0,0,0,0,0
95,0,0,0,0,0,1000,0,0,0,0,0
96,0,0,0,0,0,1000,0,0,0,0,0
97,0,0,0,0,0,1000,0,0,0,0,0
98,1,0,0,0,0,1000,0,0,0,0,0
99,0,0,0,0,0,1000,0,0,0,0,0
100,0,0,0,0,0,1000,0,0,0,0,0
101,0,0,0,0,0,1000,0,0,0,0,0
102,0,0,0,0,0,1000,0,0,0,0,0
103,0,0,0,0,0,1000,0,0,0,0,0
104,0,0,0,0,0,1000,0,0,0,0,0
105,0,0,0,0,0,1000,0,0,0,0,0
106,0,0,0,0,0,1000,0,0,0,0,0
107,0,0,0,0,0,1000,0,0,0,0,0
108,0,0,0,0,0,1000,0,0,0,0,0
109,0,0,0,0,0,1000,0,0,0,0,0
110,0,0,0,0,0,1000,0,0,0,0,0
111,0,0,0,0,0,1000,0,0,0,0,0
112,0,0,0,0,0,1000,0,0,0,0,0
113,0,0,0,0,0,1000,0,0,0,0,0
114,0,0,0,0,0,1000,0,0,0,0,0
115,0,0,0,0,0,1000,0,0,0,0,0
116,0,0,0,0,0,1000,0,0,0,0,0
117,0,0,0,0,0,1000,0,0,0,0,0
118,0,0,0,0,0,1000,0,0,0,0,0
119,0,0,0,0,0,1000,0,0,0,0,0
120,0,0,0,0,0,1000,0,0,0,0,0
121,0,0,0,0,0,1000,0,0,0,0,0
122,0,0,0,0,0,1000,0,0,0,0,0
123,0,0,0,0,0,1000,0,0,0,0,0
124,0,0,0,0,0,1000,0,0,0,0,0
125,0,0,0,0,0,1000,0,0,0,0,0
126,0,0,0,0,0,1000,0,0,0,0,0
127,0,0,0,0,0,1000,0,0,0,0,0
128,0,0,0,0,0,1000,0,0,0,0,0
129,0,0,0,0,0,1000,0,0,0,0,0
130,0,0,0,0,0,1000,0,0,0,0,0
131,0,0,0,0,0,1000,0,0,0,0,0
